ID,Text,Region,Context,Surface_Meaning,Intended_Meaning,Intent_Type,Emotion,Emotion_Intensity,Sarcasm,Sarcasm_Intensity,Polarity_Surface,Polarity_Intent,Relation,Customer_Service,Complaint,Escalation_Risk,Explanation,Source
LUB2-V2-0266,يعطيكم العافية، سويتوا الاجتماع مساءً عشان الكل يقدر يحضر,الوسطى,اختارت المدرسة موعدًا مسائيًا لاجتماع أولياء الأمور مراعاة لأوقات عملهم,شكر,شكر حقيقي,شكر,تقدير,3,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,مراعاة ظروف الأهالي سلوك محدد يجعل الشكر مبنيًا على قرار ملموس,V2_500
LUB2-V2-0267,أبي أعرف موعد تسليم الكتب للصف الأول,الشرقية,تستفسر ولية أمر عن جدول توزيع الكتب قبل بداية العام الدراسي,استفسار,استفسار حقيقي,استفسار,حياد,1,لا,0,محايد,محايد,مرتبط,نعم,لا,منخفض,سؤال تنظيمي بسيط بلا شحنة عاطفية يمثل التواصل الطبيعي مع المدرسة,V2_500
LUB2-V2-0268,ابني في الصف الثالث وللحين ما استلم كتب الرياضيات,الشمالية,مضى شهر على بداية الدراسة والطالب لم يستلم أحد كتبه الأساسية,وصف للوضع,شكوى مباشرة,شكوى,قلق,4,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,متوسط,المشكلة تؤثر على تحصيل الطالب مباشرة مما يرفع جدية الشكوى,V2_500
LUB2-V2-0269,طبعًا الحل هو إني أشتري الكتاب من برى,الجنوبية,نصحت المدرسة أولياء الأمور بشراء الكتب من السوق بسبب تأخر التوريد,تعليق,انتقاد ساخر للحل المقترح,سخرية,استياء,4,نعم,4,محايد,سلبي,غير مرتبط,نعم,نعم,متوسط,كلمة طبعًا تكشف توقعًا ساخرًا واعتراضًا على تحميل الأسرة تبعات التقصير,V2_500
LUB2-V2-0270,المدرسة وزعت الكتب قبل بداية العام بأسبوع,الحجازية,أنهت المدرسة توزيع الكتب على الطلاب مبكرًا قبل انطلاق الدراسة,إبلاغ إيجابي,رضا حقيقي,رضا,ارتياح,3,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,الإنجاز المبكر واقعة محددة تجعل التقييم إيجابيًا ومباشرًا,V2_500
LUB2-V2-0271,درجات ابني نزلت وأنا ما أعرف السبب من أحد,الوسطى,تراجع مستوى الطالب دراسيًا دون أي تواصل من المدرسة لشرح الأسباب,وصف للوضع,شكوى من غياب المتابعة,شكوى,قلق,4,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,متوسط,قلق ولي الأمر مشروع لأن غياب المعلومة يمنعه من التدخل المناسب,V2_500
LUB2-V2-0272,أنا ما ألوم المعلمة، الفصل فيه أربعين طالب,الشرقية,لاحظ ولي الأمر ضعف المتابعة الفردية وأرجعه لكثافة الفصول لا لتقصير المعلمة,توضيح,شكوى موجهة للنظام لا للشخص,شكوى,تعاطف,3,لا,0,محايد,سلبي,مرتبط,نعم,نعم,منخفض,التمييز بين المعلمة والظرف التنظيمي يجعل الشكوى منصفة وموجهة للإدارة,V2_500
LUB2-V2-0273,شكرًا للمعلم، شرح لابني الدرس بعد الدوام بدون مقابل,الشمالية,بقي المعلم بعد انتهاء الدوام ليشرح لطالب متعثر دون أي أجر إضافي,شكر,شكر حقيقي,شكر,امتنان,5,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,التطوع خارج وقت العمل واقعة محددة تفسر ارتفاع درجة الامتنان,V2_500
LUB2-V2-0274,ولا يهمك يا أستاذ، ابني بيتعلم بالفطرة,الجنوبية,تغيب المعلم عن حصص المادة شهرًا دون بديل ولم يُشرح أي درس جديد,تهوين,تهكم على غياب التعليم,سخرية,استياء,4,نعم,5,إيجابي,سلبي,غير مرتبط,نعم,نعم,مرتفع,التهوين الظاهر يصطدم بواقع انقطاع التعليم مما يجعله انتقادًا لاذعًا,V2_500
LUB2-V2-0275,ولا يهمك يا أستاذ، ابني راجع الدرس في البيت وفهمه,الحجازية,اعتذر المعلم لتأخره في شرح درس بسبب ظرف صحي وطمأنه ولي الأمر,تهوين,طمأنة حقيقية,تهدئة,حياد,2,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,السياق يوضح تعويض النقص فعليًا فالتهوين صادق ويقابل الحالة الساخرة,V2_500
LUB2-V2-0276,الرسوم ارتفعت والحافلة نفسها من ست سنين,الوسطى,رفعت المدرسة رسوم النقل دون تحسين أو تجديد في وسائل النقل,اعتراض,شكوى من رفع الرسوم بلا مقابل,شكوى,استياء,4,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,متوسط,المقارنة بين الزيادة وثبات الخدمة تعطي الاعتراض حجة موضوعية,V2_500
LUB2-V2-0277,الحافلة الجديدة مكيفة وفيها مشرفة والسائق ملتزم بالمواعيد,الشرقية,جددت المدرسة أسطول النقل ووظفت مشرفات مع التزام دقيق بالمواعيد,مدح,رضا حقيقي,رضا,رضا,4,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,التحسينات المذكورة محددة وملموسة مما يجعل التقييم الإيجابي موثقًا,V2_500
LUB2-V2-0278,الحافلة تأخرت أربعين دقيقة وابنتي واقفة برى في البرد,الشمالية,تأخرت حافلة المدرسة عن موعد نقل الطالبة في يوم شديد البرودة,وصف للوضع,شكوى عاجلة مع قلق,شكوى,قلق,5,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,مرتفع,وجود طفلة في ظرف جوي صعب يرفع الشحنة العاطفية وخطورة الموقف,V2_500
LUB2-V2-0279,أبشر، بحضر اجتماع أولياء الأمور بكرة,الجنوبية,أكد ولي الأمر حضوره لاجتماع دوري محدد مسبقًا في وقت مناسب له,التزام,قبول حقيقي,قبول,حياد,1,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,التزام بسيط يمثل التفاعل الطبيعي مع المدرسة بلا أي معنى ضمني,V2_500
LUB2-V2-0280,أبشر، بحضر الاجتماع الخامس اللي ما يتغير بعده شي,الحجازية,حضر ولي الأمر أربعة اجتماعات سابقة نوقشت فيها نفس المشكلات بلا معالجة,التزام,تهكم على عقم الاجتماعات,سخرية,إحباط,4,نعم,4,إيجابي,سلبي,غير مرتبط,نعم,نعم,متوسط,الوصف المضاف يقلب الالتزام الظاهر إلى احتجاج على غياب النتائج,V2_500
LUB2-V2-0281,المقصف يبيع أشياء ما تصلح للأطفال,الوسطى,لاحظ ولي أمر أن مقصف المدرسة يبيع منتجات عالية السكر بلا رقابة غذائية,اعتراض,شكوى مع مطالبة بالتدخل,شكوى,قلق,3,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,متوسط,الاعتراض يتعلق بصحة الأطفال مما يجعله شكوى جدية تستدعي مراجعة,V2_500
LUB2-V2-0282,المقصف صار يبيع وجبات صحية والأسعار معقولة,الشرقية,غيرت المدرسة سياسة المقصف وأدخلت خيارات صحية بأسعار مناسبة,مدح,رضا حقيقي,رضا,رضا,3,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,التغيير الإيجابي الموصوف واقعي ومحدد مما يجعل الرضا مبنيًا على تحسن فعلي,V2_500
LUB2-V2-0283,أنا ما أشتكي من الواجبات، أشتكي إنها تنزل الساعة عشر بالليل,الشمالية,تُرسل الواجبات لأولياء الأمور في وقت متأخر مما يربك جدول الأسرة,توضيح,شكوى محددة عن التوقيت,شكوى,انزعاج,3,لا,0,محايد,سلبي,مرتبط,نعم,نعم,متوسط,الجملة تحدد بدقة موضع الاعتراض وهو التوقيت لا مبدأ الواجبات,V2_500
LUB2-V2-0284,أعتذر إني سألت عن سبب الدرجة,الجنوبية,سأل ولي أمر عن آلية تصحيح اختبار فرد المعلم بنبرة تشكك في نيته,اعتذار,احتجاج ساخر على أسلوب الرد,سخرية,انزعاج,4,نعم,4,محايد,سلبي,غير مرتبط,نعم,نعم,متوسط,صيغة الاعتذار مقلوبة وتستخدم للاعتراض على تلقي سؤال مشروع بسوء ظن,V2_500
LUB2-V2-0285,أعتذر عن تأخري في تسليم ملف ابني الصحي,الحجازية,تأخر ولي الأمر في تقديم مستند مطلوب من المدرسة واعتذر عن التأخير,اعتذار,اعتذار حقيقي,اعتذار,ارتباك,2,لا,0,محايد,محايد,مرتبط,نعم,لا,منخفض,اعتذار بسيط ومباشر بلا أي نبرة احتجاجية أو تهكمية,V2_500
LUB2-V2-0286,المدرسة تواصلت معي قبل ما تتخذ أي إجراء مع ابني,الوسطى,أبلغت الإدارة ولي الأمر بسلوك الطالب وناقشت معه الحلول قبل أي عقوبة,مدح,تقدير حقيقي للنهج التربوي,مدح,تقدير,4,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,إشراك الأسرة قبل القرار سلوك تربوي محدد يبرر التقدير الصادق,V2_500
LUB2-V2-0287,عاقبوا ابني وأنا ما عرفت إلا بعد أسبوع,الشرقية,اتخذت المدرسة إجراءً بحق الطالب دون إبلاغ ولي أمره إلا متأخرًا,سرد واقعة,شكوى من تجاوز دور الأسرة,شكوى,غضب,4,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,مرتفع,تجاوز إشراك ولي الأمر في قرار يخص ابنه يرفع حساسية الموقف واحتمال التصعيد,V2_500
LUB2-V2-0288,أقترح تسوون مجموعة لكل فصل عشان التواصل يكون أسرع,الشمالية,لاحظ ولي أمر بطء قنوات التواصل الرسمية واقترح حلًا عمليًا للإدارة,اقتراح,اقتراح بنّاء,اقتراح,حياد,2,لا,0,محايد,إيجابي,مرتبط,نعم,لا,منخفض,الاقتراح عملي ومصاغ بلغة تحسينية لا احتجاجية رغم نشأته من مشكلة,V2_500
LUB2-V2-0289,الدورة كانت ممتازة، المدرب أعطى أمثلة من واقع الشغل,الجنوبية,حضر موظف دورة تدريبية عملية قدمها مدرب بخبرة ميدانية واضحة,مدح,مدح حقيقي,مدح,رضا,4,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,الميزة المذكورة محددة وهي الربط بالواقع مما يجعل الثناء موثقًا,V2_500
LUB2-V2-0290,الدورة ممتازة، المدرب يقرأ من الشرائح وإحنا نقرأ معه,الحجازية,حضر متدربون دورة اكتفى فيها المدرب بقراءة محتوى العرض دون شرح,مدح,انتقاد ساخر لضعف التدريب,سخرية,انزعاج,3,نعم,4,إيجابي,سلبي,غير مرتبط,نعم,نعم,متوسط,الوصف المرافق يكشف غياب أي قيمة مضافة فينقلب المدح إلى تهكم,V2_500
LUB2-V2-0291,أبي أعرف هل الشهادة معتمدة قبل ما أسجل,الوسطى,يستفسر متدرب عن اعتماد شهادة دورة قبل دفع رسومها,استفسار,استفسار حقيقي,استفسار,حياد,1,لا,0,محايد,محايد,مرتبط,نعم,لا,منخفض,سؤال معلوماتي بحت يمثل السلوك الطبيعي قبل اتخاذ قرار شرائي,V2_500
LUB2-V2-0292,دفعت رسوم الدورة والشهادة ما وصلت من ثلاثة أشهر,الشرقية,أنهى المتدرب الدورة ودفع رسومها ولم يستلم شهادته رغم المتابعة,وصف للوضع,شكوى مباشرة,شكوى,إحباط,4,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,مرتفع,وجود مقابل مالي مدفوع مع عدم تسليم المنتج يجعل الشكوى وجيهة وحادة,V2_500
